farmer_id,age,gender,location_state,education_level,marital_status,dependants,farm_type,farm_size_acres,years_of_experience,access_to_extension_services,access_to_irrigation,mobile_phone_access,financial_literacy_level,has_bank_account,previous_loan_history,previous_loan_amount,previous_loan_repaid,total_annual_income,other_income_sources,group_membership,gps_latitude,gps_longitude,credit_score,creditworthy
F0054,23,Female,Benue,Primary,Single,0,Livestock,3.7,3,FALSE,FALSE,TRUE,33,FALSE,TRUE,69521.51,TRUE,3793950,None,TRUE,8.7601,4.9359,27,Yes
F0055,33,Male,Kano,Primary,Married,2,Crop,2.4,4,TRUE,FALSE,TRUE,58,TRUE,TRUE,87287.68,TRUE,5894253,Trading,TRUE,6.3052,6.6635,39,Yes
F0056,26,Male,Benue,Secondary,Married,1,Mixed,4.7,5,FALSE,TRUE,TRUE,56,TRUE,TRUE,55519.56,TRUE,5202405,None,FALSE,6.3133,6.4411,43,Yes
F0057,26,Female,Enugu,Primary,Married,2,Mixed,2.8,1,TRUE,TRUE,TRUE,54,FALSE,TRUE,35537.1,TRUE,4222026,None,FALSE,7.8002,4.6891,24,Yes
F0058,21,Female,Kano,Primary,Married,2,Livestock,1.7,1,TRUE,FALSE,TRUE,40,FALSE,TRUE,78859.59,TRUE,4513005,None,TRUE,8.5924,3.0918,34,Yes
F0059,34,Male,Benue,Primary,Married,3,Crop,2.3,2,FALSE,TRUE,FALSE,88,TRUE,TRUE,38938.76,TRUE,4701978,Remittances,FALSE,6.7648,4.5637,32,Yes
F0060,28,Male,Kano,Secondary,Married,2,Livestock,4.6,4,TRUE,TRUE,TRUE,61,TRUE,TRUE,20194.28,TRUE,4339935,Trading,TRUE,9.1371,5.9196,55,Yes
F0061,25,Female,Enugu,None,Married,1,Mixed,1.8,7,FALSE,FALSE,TRUE,62,TRUE,TRUE,52449.69,TRUE,4787253,None,TRUE,8.4958,6.1305,36,Yes
F0062,19,Female,Oyo,Tertiary,Married,0,Livestock,2.8,4,TRUE,FALSE,TRUE,81,TRUE,TRUE,87808.72,TRUE,3326652,None,TRUE,8.4441,6.121,50,Yes
F0063,30,Female,Enugu,,Married,0,,3,1,FALSE,TRUE,TRUE,37,FALSE,FALSE,,FALSE,0,None,FALSE,8.3703,4.8996,12,No
F0064,33,Male,Oyo,Secondary,Married,2,Livestock,1.5,3,TRUE,TRUE,TRUE,84,TRUE,TRUE,67234.56,TRUE,1315026,Trading,TRUE,9.6603,4.4667,43,Yes
F0065,22,Male,Kaduna,Secondary,Single,0,Mixed,4.6,9,FALSE,TRUE,TRUE,39,FALSE,TRUE,97117.28,TRUE,4255704,None,FALSE,8.1856,5.8474,35,Yes
F0066,20,Female,Enugu,Primary,Married,2,Livestock,4.9,7,TRUE,FALSE,FALSE,53,TRUE,TRUE,15040.21,TRUE,5363235,None,FALSE,6.6765,4.6122,30,Yes
F0067,18,Female,Kano,Tertiary,Single,0,Crop,4,5,TRUE,TRUE,TRUE,62,TRUE,TRUE,41949.56,TRUE,3906018,None,FALSE,8.5663,3.1172,53,Yes
F0068,32,Male,Kaduna,Secondary,Married,0,Crop,1.6,1,TRUE,FALSE,FALSE,68,TRUE,FALSE,0,FALSE,1949445,None,FALSE,9.3699,6.6119,23,No
F0069,34,Female,Benue,Tertiary,Single,1,Crop,3.7,4,TRUE,FALSE,TRUE,65,TRUE,TRUE,46215.42,TRUE,5751873,None,TRUE,9.0828,4.3201,47,Yes
F0070,26,Female,Benue,None,Married,1,Livestock,2.9,3,TRUE,TRUE,TRUE,31,FALSE,TRUE,27022.48,TRUE,4736709,None,TRUE,9.4465,7.7109,29,Yes
F0071,33,Female,Benue,Primary,Married,0,Mixed,2.4,1,TRUE,TRUE,TRUE,69,TRUE,TRUE,52370.65,TRUE,4911588,Trading,FALSE,7.3173,3.211,47,Yes
F0072,18,Female,Benue,Secondary,Single,0,Crop,1.8,8,TRUE,TRUE,TRUE,71,TRUE,TRUE,27016.99,TRUE,5125842,Remittances,FALSE,8.5331,3.4975,48,Yes
F0073,30,Female,Enugu,None,Single,0,Mixed,3.3,2,TRUE,TRUE,FALSE,69,TRUE,TRUE,35763.31,TRUE,3766716,None,FALSE,6.0988,7.0513,35,Yes
F0074,35,Male,Benue,Secondary,Married,1,Livestock,2.6,5,TRUE,FALSE,TRUE,48,TRUE,TRUE,39946.07,TRUE,5238495,None,TRUE,7.7351,4.779,40,Yes
F0075,25,Male,Kano,Secondary,Married,4,Crop,3.6,4,TRUE,TRUE,TRUE,67,TRUE,TRUE,0,FALSE,2065986,None,FALSE,8.812,4.0806,37,No
F0076,18,Female,Kano,Primary,Married,3,Mixed,4.1,1,TRUE,FALSE,TRUE,46,FALSE,TRUE,73715.3,TRUE,5600682,None,TRUE,8.6033,3.5814,24,Yes
F0077,31,Male,Kaduna,Primary,Single,2,Mixed,2.5,1,TRUE,FALSE,TRUE,66,FALSE,TRUE,65275.2,TRUE,3248199,None,FALSE,6.1535,7.354,27,Yes
F0078,35,Female,Enugu,Secondary,Married,2,Livestock,1.3,1,FALSE,FALSE,FALSE,63,TRUE,TRUE,89538.58,TRUE,5454126,Remittances,FALSE,8.7735,3.8513,33,Yes
F0079,21,Female,Kano,Secondary,Single,0,Crop,1.5,2,TRUE,FALSE,TRUE,35,FALSE,TRUE,89536,TRUE,4396716,None,TRUE,6.8975,5.4692,42,Yes
F0080,18,Female,Kaduna,Tertiary,Single,0,Crop,2.5,9,FALSE,FALSE,FALSE,74,TRUE,TRUE,0,FALSE,900000,Trading,FALSE,8.1905,6.2024,20,No
F0081,24,Female,Benue,Primary,Single,0,Mixed,4.3,9,TRUE,TRUE,TRUE,62,TRUE,TRUE,99029.5,TRUE,4943592,None,TRUE,9.1181,4.2629,48,Yes
F0082,25,Male,Kano,Tertiary,Married,1,Crop,1.8,4,TRUE,FALSE,TRUE,71,FALSE,TRUE,0,FALSE,1372284,Trading,TRUE,7.1707,4.9629,35,No
F0083,18,Female,Benue,Primary,Single,0,Livestock,3.9,4,FALSE,TRUE,TRUE,58,TRUE,TRUE,0,FALSE,2371707,None,FALSE,8.7005,5.0872,19,No
F0084,33,Female,Kaduna,Secondary,Married,2,Crop,5,8,TRUE,FALSE,TRUE,72,TRUE,TRUE,70121.75,TRUE,4145409,None,FALSE,9.6161,4.6009,42,Yes
F0085,23,Female,Oyo,Secondary,Single,0,Crop,3.6,1,FALSE,FALSE,TRUE,73,TRUE,TRUE,70875.04,TRUE,3652146,None,FALSE,7.3892,6.4053,37,Yes
F0086,30,Male,Enugu,Primary,Married,1,Mixed,4.4,3,TRUE,TRUE,TRUE,68,TRUE,TRUE,15070,TRUE,3642264,None,TRUE,7.3308,5.1915,42,Yes
F0087,35,Male,Oyo,Secondary,Married,3,Crop,4.2,1,FALSE,FALSE,TRUE,57,TRUE,TRUE,52929.27,TRUE,5276286,Trading,TRUE,8.4859,6.8894,36,Yes
F0088,33,Male,Kano,Secondary,Married,0,Livestock,3.2,8,TRUE,FALSE,TRUE,86,TRUE,TRUE,77438.38,TRUE,5418036,Remittances,TRUE,6.2137,7.6878,58,Yes
F0089,23,Female,Kaduna,Secondary,Single,0,Livestock,4,3,FALSE,FALSE,TRUE,54,FALSE,TRUE,51573.27,TRUE,3747879,Trading,FALSE,7.0586,6.5563,32,Yes
F0090,32,Female,Benue,None,Married,3,Crop,1.1,9,TRUE,TRUE,TRUE,80,TRUE,TRUE,50254.57,TRUE,5081391,None,FALSE,6.893,7.6115,41,Yes
F0091,25,Female,Oyo,Secondary,Married,3,Livestock,2.9,8,TRUE,FALSE,TRUE,64,TRUE,FALSE,0,FALSE,2608605,None,FALSE,9.6585,4.0433,34,No
F0092,35,Male,Enugu,Secondary,Single,1,Crop,4,2,FALSE,TRUE,TRUE,53,FALSE,TRUE,83381.92,TRUE,3846276,Trading,FALSE,8.2601,6.3484,35,Yes
F0093,24,Male,Enugu,Secondary,Single,0,Crop,2.5,9,FALSE,TRUE,TRUE,72,TRUE,TRUE,87212.54,TRUE,5116581,None,FALSE,6.9192,6.7476,46,Yes
F0094,21,Male,Benue,Secondary,Single,0,Crop,4.8,7,TRUE,FALSE,TRUE,68,TRUE,TRUE,0,FALSE,2793969,None,TRUE,9.8186,6.0179,35,Yes
F0095,22,Male,Benue,Primary,Single,0,Crop,3,3,TRUE,TRUE,TRUE,74,TRUE,FALSE,0,FALSE,1154799,None,TRUE,8.0638,4.2675,35,Yes
F0096,24,Male,Enugu,Tertiary,Single,0,Livestock,4.4,3,TRUE,TRUE,TRUE,46,TRUE,FALSE,0,FALSE,900000,None,TRUE,6.8248,7.3828,36,Yes
F0097,30,Male,Oyo,Secondary,Married,0,Crop,4.3,3,FALSE,TRUE,FALSE,47,TRUE,TRUE,20652.6,TRUE,4675419,Trading,TRUE,9.3462,5.5615,43,Yes
F0098,33,Female,Kano,Primary,Married,3,Livestock,2.6,2,TRUE,TRUE,TRUE,77,TRUE,TRUE,85528.72,TRUE,4803273,None,FALSE,9.5683,5.6776,47,Yes
F0099,34,Female,Benue,Primary,Married,4,Livestock,3,3,TRUE,TRUE,TRUE,74,TRUE,TRUE,46013.97,TRUE,4443057,None,FALSE,9.2066,5.2077,38,Yes
F0100,20,Female,Kaduna,Secondary,Single,0,Crop,2.1,1,FALSE,TRUE,TRUE,19,FALSE,TRUE,0,FALSE,2189727,None,FALSE,8.6767,6.6622,28,No
F0101,23,Male,Benue,Secondary,Married,1,Mixed,1.2,7,FALSE,TRUE,FALSE,55,TRUE,TRUE,0,FALSE,4211586,Trading,TRUE,6.3798,6.6409,28,No
F0102,30,Male,Kano,,Married,4,,2.9,7,TRUE,FALSE,TRUE,50,TRUE,TRUE,,FALSE,0,None,TRUE,8.4998,6.6444,22,No
F0103,24,Female,Oyo,Tertiary,Single,0,Crop,4.5,8,TRUE,TRUE,TRUE,50,FALSE,TRUE,12787.35,TRUE,6331509,None,TRUE,7.6813,7.4755,48,Yes
F0104,34,Male,Kaduna,Tertiary,Single,0,Livestock,3.9,6,TRUE,TRUE,TRUE,66,TRUE,TRUE,29775.05,TRUE,5319927,None,FALSE,9.1358,5.2663,52,Yes
F0105,19,Male,Oyo,Secondary,Single,0,Crop,4.6,4,FALSE,TRUE,TRUE,72,TRUE,TRUE,99195.09,TRUE,3849399,None,TRUE,6.2498,7.1054,48,Yes
F0106,21,Male,Benue,None,Married,2,Livestock,4.1,2,FALSE,TRUE,TRUE,79,TRUE,TRUE,28557.74,TRUE,4915890,None,TRUE,8.3566,5.2721,38,Yes
F0107,27,Male,Kano,None,Married,2,Mixed,4.4,3,TRUE,FALSE,TRUE,55,FALSE,FALSE,0,FALSE,2386107,None,TRUE,9.7686,7.4393,16,No
F0108,29,Male,Kaduna,Primary,Married,2,Crop,3.8,1,TRUE,TRUE,TRUE,42,FALSE,FALSE,0,FALSE,900000,None,FALSE,7.0285,7.7433,16,No
F0109,19,Male,Kaduna,Primary,Married,3,Crop,3.4,9,TRUE,TRUE,TRUE,60,TRUE,TRUE,19496.23,TRUE,2716236,Trading,FALSE,9.8024,6.6484,29,Yes
F0110,23,Female,Oyo,None,Married,2,Crop,4.7,1,TRUE,FALSE,TRUE,76,FALSE,TRUE,0,FALSE,1003131,None,FALSE,8.4175,3.9927,21,No
F0111,24,Male,Benue,Secondary,Single,0,Mixed,3.4,2,FALSE,FALSE,FALSE,64,TRUE,TRUE,12595.27,TRUE,3068874,None,TRUE,7.0492,7.1944,36,Yes
F0112,22,Male,Benue,None,Single,0,Livestock,3.8,3,TRUE,FALSE,TRUE,49,TRUE,TRUE,20299.43,TRUE,6875379,None,FALSE,7.4637,4.208,30,Yes
F0113,23,Male,Oyo,Tertiary,Single,0,Mixed,1.5,1,TRUE,TRUE,TRUE,54,FALSE,TRUE,14704.18,TRUE,5488029,Trading,TRUE,6.7792,7.0802,46,Yes
F0114,25,Male,Oyo,Tertiary,Single,0,Crop,1.2,7,TRUE,TRUE,TRUE,44,TRUE,TRUE,40639.7,TRUE,5311557,Remittances,FALSE,6.8189,4.6741,47,Yes
F0115,33,Male,Oyo,Primary,Single,0,Crop,4.7,5,FALSE,TRUE,FALSE,53,TRUE,TRUE,52083.01,TRUE,4929525,Trading,FALSE,9.9239,7.6327,30,Yes
F0116,32,Female,Kano,Tertiary,Married,3,Livestock,4.5,6,TRUE,TRUE,TRUE,70,TRUE,FALSE,0,FALSE,1652823,None,TRUE,6.5032,5.9467,38,Yes
F0117,22,Female,Benue,Secondary,Single,0,Crop,1,2,FALSE,TRUE,TRUE,67,TRUE,FALSE,0,FALSE,2347209,Trading,TRUE,8.6712,3.203,35,No
F0118,21,Male,Enugu,Primary,Married,0,Crop,1.7,7,FALSE,FALSE,TRUE,31,FALSE,TRUE,0,FALSE,2842371,None,FALSE,6.139,4.5994,13,No
F0119,27,Male,Kaduna,Secondary,Married,1,Livestock,1.7,8,TRUE,TRUE,TRUE,88,TRUE,TRUE,0,FALSE,2229696,None,TRUE,8.8917,7.0518,47,Yes
F0120,27,Female,Enugu,Secondary,Married,3,Livestock,1.4,5,FALSE,FALSE,TRUE,55,FALSE,TRUE,67998.09,TRUE,4770936,None,FALSE,9.1531,4.2952,27,No
F0121,20,Male,Enugu,None,Married,2,Mixed,3.6,2,FALSE,FALSE,TRUE,75,TRUE,TRUE,17079.59,TRUE,3686481,None,TRUE,6.4216,3.9233,29,Yes
F0122,29,Male,Benue,Primary,Married,1,Mixed,1.4,6,TRUE,TRUE,TRUE,55,FALSE,TRUE,45856.04,TRUE,3527847,None,TRUE,7.3414,6.0398,30,Yes
F0123,19,Female,Kano,Primary,Single,0,Mixed,1.2,9,TRUE,FALSE,FALSE,69,TRUE,TRUE,41322.43,TRUE,5056281,Trading,TRUE,8.1112,7.9985,37,Yes
F0124,23,Male,Benue,Tertiary,Single,0,Mixed,2.8,3,TRUE,TRUE,TRUE,87,TRUE,TRUE,76918.98,TRUE,5311899,None,TRUE,6.683,4.1342,51,Yes
F0125,29,Female,Kano,Secondary,Married,3,Livestock,1.4,7,FALSE,FALSE,TRUE,71,FALSE,TRUE,25804.01,TRUE,4097160,None,FALSE,7.4313,4.3773,37,Yes
F0126,31,Male,Kano,Tertiary,Single,0,Crop,1,5,TRUE,TRUE,TRUE,68,TRUE,TRUE,40966.79,TRUE,4658904,Remittances,FALSE,9.0451,7.7762,49,Yes
F0127,32,Female,Oyo,Primary,Married,1,Livestock,2.1,5,TRUE,FALSE,TRUE,76,TRUE,FALSE,0,FALSE,4278141,None,TRUE,9.4497,7.8075,28,Yes
F0128,30,Male,Benue,Primary,Single,2,Crop,1.7,1,TRUE,FALSE,TRUE,49,TRUE,TRUE,80709.99,TRUE,6117003,Trading,TRUE,8.7793,5.2077,33,Yes
F0129,31,Male,Kano,Tertiary,Single,2,Crop,2.7,3,TRUE,TRUE,TRUE,68,FALSE,TRUE,49923.97,TRUE,4250520,None,FALSE,8.8196,3.426,46,Yes
F0130,24,Female,Kano,Secondary,Single,0,Crop,4.7,4,FALSE,TRUE,TRUE,59,FALSE,TRUE,94472.04,TRUE,5199246,None,FALSE,9.9772,5.7781,34,Yes
F0131,34,Male,Oyo,Secondary,Married,2,Livestock,3.9,7,TRUE,TRUE,FALSE,51,TRUE,TRUE,93096.96,TRUE,5197122,None,FALSE,7.8093,5.1219,41,Yes
F0132,21,Male,Kano,Primary,Single,0,Livestock,4.6,5,TRUE,TRUE,TRUE,64,TRUE,TRUE,23695.71,TRUE,4145805,None,TRUE,9.8235,6.6705,48,Yes
F0133,32,Female,Benue,Primary,Single,0,Crop,4.9,1,TRUE,TRUE,TRUE,73,TRUE,TRUE,0,FALSE,3179457,None,TRUE,7.028,6.3208,32,Yes
F0134,27,Female,Kano,,Married,3,,1.8,9,TRUE,TRUE,TRUE,35,FALSE,TRUE,,FALSE,0,Remittances,TRUE,7.3152,6.2966,31,No
F0135,26,Male,Oyo,Primary,Single,0,Mixed,1,4,FALSE,FALSE,TRUE,55,TRUE,TRUE,93476.53,TRUE,4833963,None,TRUE,7.6108,3.0068,29,Yes
F0136,32,Male,Kaduna,Secondary,Married,2,Crop,1.6,9,TRUE,FALSE,FALSE,44,FALSE,FALSE,0,FALSE,3194289,Remittances,TRUE,9.9245,6.7951,30,No
F0137,24,Female,Oyo,Primary,Single,0,Crop,2,1,TRUE,FALSE,FALSE,68,TRUE,FALSE,0,FALSE,2644785,Trading,TRUE,8.426,6.0213,24,No
F0138,19,Female,Kano,Tertiary,Single,0,Mixed,3.4,5,TRUE,TRUE,TRUE,69,TRUE,TRUE,62547.24,TRUE,2966067,None,TRUE,8.1487,4.0177,47,Yes
F0139,32,Male,Enugu,,Single,0,,4.8,4,TRUE,TRUE,TRUE,43,TRUE,TRUE,,TRUE,0,None,TRUE,7.5954,7.522,43,Yes
F0140,21,Female,Kano,Tertiary,Married,2,Livestock,3.1,8,FALSE,TRUE,TRUE,69,FALSE,FALSE,0,FALSE,1435338,Trading,FALSE,8.3579,5.3559,29,No
F0141,32,Female,Oyo,Tertiary,Married,3,Livestock,4.2,2,FALSE,TRUE,FALSE,67,TRUE,TRUE,86070.3,TRUE,4528926,None,FALSE,9.5334,5.4786,35,Yes
