farmer_id,age,gender,location_state,education_level,marital_status,dependants,farm_type,farm_size_acres,years_of_experience,access_to_extension_services,access_to_irrigation,mobile_phone_access,financial_literacy_level,has_bank_account,previous_loan_history,previous_loan_amount,previous_loan_repaid,total_annual_income,other_income_sources,group_membership,gps_latitude,gps_longitude,credit_score,creditworthy
F0059,34,Male,Benue,Primary,Married,3,Crop,2.3,2,False,True,False,88,True,True,38938.76,True,4701978,Remittances,False,6.7648,4.5637,32,Yes
F0060,28,Male,Kano,Secondary,Married,2,Livestock,4.6,4,True,True,True,61,True,True,20194.28,True,4339935,Trading,True,9.1371,5.9196,55,Yes
F0061,25,Female,Enugu,Secondary,Married,1,Mixed,1.8,7,False,False,True,62,True,True,52449.69,True,4787253,Trading,True,8.4958,6.1305,36,Yes
F0062,19,Female,Oyo,Tertiary,Married,0,Livestock,2.8,4,True,False,True,81,True,True,87808.72,True,3326652,Trading,True,8.4441,6.121,50,Yes
F0063,30,Female,Enugu,Secondary,Married,0,Crop,3.0,1,False,True,True,37,False,False,0.0,False,0,Trading,False,8.3703,4.8996,12,No
F0064,33,Male,Oyo,Secondary,Married,2,Livestock,1.5,3,True,True,True,84,True,True,67234.56,True,1315026,Trading,True,9.6603,4.4667,43,Yes
F0065,22,Male,Kaduna,Secondary,Single,0,Mixed,4.6,9,False,True,True,39,False,True,97117.28,True,4255704,Trading,False,8.1856,5.8474,35,Yes
F0066,20,Female,Enugu,Primary,Married,2,Livestock,4.9,7,True,False,False,53,True,True,15040.21,True,5363235,Trading,False,6.6765,4.6122,30,Yes
F0067,18,Female,Kano,Tertiary,Single,0,Crop,4.0,5,True,True,True,62,True,True,41949.56,True,3906018,Trading,False,8.5663,3.1172,53,Yes
F0068,32,Male,Kaduna,Secondary,Married,0,Crop,1.6,1,True,False,False,68,True,False,0.0,False,1949445,Trading,False,9.3699,6.6119,23,No
F0069,34,Female,Benue,Tertiary,Single,1,Crop,3.7,4,True,False,True,65,True,True,46215.42,True,5751873,Trading,True,9.0828,4.3201,47,Yes
F0070,26,Female,Benue,Secondary,Married,1,Livestock,2.9,3,True,True,True,31,False,True,27022.48,True,4736709,Trading,True,9.4465,7.7109,29,Yes
F0071,33,Female,Benue,Primary,Married,0,Mixed,2.4,1,True,True,True,69,True,True,52370.65,True,4911588,Trading,False,7.3173,3.211,47,Yes
F0072,18,Female,Benue,Secondary,Single,0,Crop,1.8,8,True,True,True,71,True,True,27016.99,True,5125842,Remittances,False,8.5331,3.4975,48,Yes
F0073,30,Female,Enugu,Secondary,Single,0,Mixed,3.3,2,True,True,False,69,True,True,35763.31,True,3766716,Trading,False,6.0988,7.0513,35,Yes
F0074,35,Male,Benue,Secondary,Married,1,Livestock,2.6,5,True,False,True,48,True,True,39946.07,True,5238495,Trading,True,7.7351,4.779,40,Yes
F0075,25,Male,Kano,Secondary,Married,4,Crop,3.6,4,True,True,True,67,True,True,0.0,False,2065986,Trading,False,8.812,4.0806,37,No
F0076,18,Female,Kano,Primary,Married,3,Mixed,4.1,1,True,False,True,46,False,True,73715.3,True,5600682,Trading,True,8.6033,3.5814,24,Yes
F0077,31,Male,Kaduna,Primary,Single,2,Mixed,2.5,1,True,False,True,66,False,True,65275.2,True,3248199,Trading,False,6.1535,7.354,27,Yes
F0078,35,Female,Enugu,Secondary,Married,2,Livestock,1.3,1,False,False,False,63,True,True,89538.58,True,5454126,Remittances,False,8.7735,3.8513,33,Yes
F0079,21,Female,Kano,Secondary,Single,0,Crop,1.5,2,True,False,True,35,False,True,89536.0,True,4396716,Trading,True,6.8975,5.4692,42,Yes
F0080,18,Female,Kaduna,Tertiary,Single,0,Crop,2.5,9,False,False,False,74,True,True,0.0,False,900000,Trading,False,8.1905,6.2024,20,No
F0081,24,Female,Benue,Primary,Single,0,Mixed,4.3,9,True,True,True,62,True,True,99029.5,True,4943592,Trading,True,9.1181,4.2629,48,Yes
F0082,25,Male,Kano,Tertiary,Married,1,Crop,1.8,4,True,False,True,71,False,True,0.0,False,1372284,Trading,True,7.1707,4.9629,35,No
F0083,18,Female,Benue,Primary,Single,0,Livestock,3.9,4,False,True,True,58,True,True,0.0,False,2371707,Trading,False,8.7005,5.0872,19,No
F0084,33,Female,Kaduna,Secondary,Married,2,Crop,5.0,8,True,False,True,72,True,True,70121.75,True,4145409,Trading,False,9.6161,4.6009,42,Yes
F0085,23,Female,Oyo,Secondary,Single,0,Crop,3.6,1,False,False,True,73,True,True,70875.04,True,3652146,Trading,False,7.3892,6.4053,37,Yes
F0086,30,Male,Enugu,Primary,Married,1,Mixed,4.4,3,True,True,True,68,True,True,15070.0,True,3642264,Trading,True,7.3308,5.1915,42,Yes
F0087,35,Male,Oyo,Secondary,Married,3,Crop,4.2,1,False,False,True,57,True,True,52929.27,True,5276286,Trading,True,8.4859,6.8894,36,Yes
F0088,33,Male,Kano,Secondary,Married,0,Livestock,3.2,8,True,False,True,86,True,True,77438.38,True,5418036,Remittances,True,6.2137,7.6878,58,Yes
F0089,23,Female,Kaduna,Secondary,Single,0,Livestock,4.0,3,False,False,True,54,False,True,51573.27,True,3747879,Trading,False,7.0586,6.5563,32,Yes
F0090,32,Female,Benue,Secondary,Married,3,Crop,1.1,9,True,True,True,80,True,True,50254.57,True,5081391,Trading,False,6.893,7.6115,41,Yes
F0091,25,Female,Oyo,Secondary,Married,3,Livestock,2.9,8,True,False,True,64,True,False,0.0,False,2608605,Trading,False,9.6585,4.0433,34,No
F0092,35,Male,Enugu,Secondary,Single,1,Crop,4.0,2,False,True,True,53,False,True,83381.92,True,3846276,Trading,False,8.2601,6.3484,35,Yes
F0093,24,Male,Enugu,Secondary,Single,0,Crop,2.5,9,False,True,True,72,True,True,87212.54,True,5116581,Trading,False,6.9192,6.7476,46,Yes
F0094,21,Male,Benue,Secondary,Single,0,Crop,4.8,7,True,False,True,68,True,True,0.0,False,2793969,Trading,True,9.8186,6.0179,35,Yes
F0095,22,Male,Benue,Primary,Single,0,Crop,3.0,3,True,True,True,74,True,False,0.0,False,1154799,Trading,True,8.0638,4.2675,35,Yes
F0096,24,Male,Enugu,Tertiary,Single,0,Livestock,4.4,3,True,True,True,46,True,False,0.0,False,900000,Trading,True,6.8248,7.3828,36,Yes
F0097,30,Male,Oyo,Secondary,Married,0,Crop,4.3,3,False,True,False,47,True,True,20652.6,True,4675419,Trading,True,9.3462,5.5615,43,Yes
F0098,33,Female,Kano,Primary,Married,3,Livestock,2.6,2,True,True,True,77,True,True,85528.72,True,4803273,Trading,False,9.5683,5.6776,47,Yes
F0099,34,Female,Benue,Primary,Married,4,Livestock,3.0,3,True,True,True,74,True,True,46013.97,True,4443057,Trading,False,9.2066,5.2077,38,Yes
F0100,20,Female,Kaduna,Secondary,Single,0,Crop,2.1,1,False,True,True,19,False,True,0.0,False,2189727,Trading,False,8.6767,6.6622,28,No
F0101,23,Male,Benue,Secondary,Married,1,Mixed,1.2,7,False,True,False,55,True,True,0.0,False,4211586,Trading,True,6.3798,6.6409,28,No
F0102,30,Male,Kano,Secondary,Married,4,Crop,2.9,7,True,False,True,50,True,True,46150.42,False,0,Trading,True,8.4998,6.6444,22,No
F0103,24,Female,Oyo,Tertiary,Single,0,Crop,4.5,8,True,True,True,50,False,True,12787.35,True,6331509,Trading,True,7.6813,7.4755,48,Yes
F0104,34,Male,Kaduna,Tertiary,Single,0,Livestock,3.9,6,True,True,True,66,True,True,29775.05,True,5319927,Trading,False,9.1358,5.2663,52,Yes
F0105,19,Male,Oyo,Secondary,Single,0,Crop,4.6,4,False,True,True,72,True,True,99195.09,True,3849399,Trading,True,6.2498,7.1054,48,Yes
F0106,21,Male,Benue,Secondary,Married,2,Livestock,4.1,2,False,True,True,79,True,True,28557.74,True,4915890,Trading,True,8.3566,5.2721,38,Yes
F0107,27,Male,Kano,Secondary,Married,2,Mixed,4.4,3,True,False,True,55,False,False,0.0,False,2386107,Trading,True,9.7686,7.4393,16,No
F0108,29,Male,Kaduna,Primary,Married,2,Crop,3.8,1,True,True,True,42,False,False,0.0,False,900000,Trading,False,7.0285,7.7433,16,No
F0109,19,Male,Kaduna,Primary,Married,3,Crop,3.4,9,True,True,True,60,True,True,19496.23,True,2716236,Trading,False,9.8024,6.6484,29,Yes
F0110,23,Female,Oyo,Secondary,Married,2,Crop,4.7,1,True,False,True,76,False,True,0.0,False,1003131,Trading,False,8.4175,3.9927,21,No
F0111,24,Male,Benue,Secondary,Single,0,Mixed,3.4,2,False,False,False,64,True,True,12595.27,True,3068874,Trading,True,7.0492,7.1944,36,Yes
F0112,22,Male,Benue,Secondary,Single,0,Livestock,3.8,3,True,False,True,49,True,True,20299.43,True,6875379,Trading,False,7.4637,4.208,30,Yes
F0113,23,Male,Oyo,Tertiary,Single,0,Mixed,1.5,1,True,True,True,54,False,True,14704.18,True,5488029,Trading,True,6.7792,7.0802,46,Yes
F0114,25,Male,Oyo,Tertiary,Single,0,Crop,1.2,7,True,True,True,44,True,True,40639.7,True,5311557,Remittances,False,6.8189,4.6741,47,Yes
F0115,33,Male,Oyo,Primary,Single,0,Crop,4.7,5,False,True,False,53,True,True,52083.01,True,4929525,Trading,False,9.9239,7.6327,30,Yes
F0116,32,Female,Kano,Tertiary,Married,3,Livestock,4.5,6,True,True,True,70,True,False,0.0,False,1652823,Trading,True,6.5032,5.9467,38,Yes
F0117,22,Female,Benue,Secondary,Single,0,Crop,1.0,2,False,True,True,67,True,False,0.0,False,2347209,Trading,True,8.6712,3.203,35,No
F0118,21,Male,Enugu,Primary,Married,0,Crop,1.7,7,False,False,True,31,False,True,0.0,False,2842371,Trading,False,6.139,4.5994,13,No
F0119,27,Male,Kaduna,Secondary,Married,1,Livestock,1.7,8,True,True,True,88,True,True,0.0,False,2229696,Trading,True,8.8917,7.0518,47,Yes
F0120,27,Female,Enugu,Secondary,Married,3,Livestock,1.4,5,False,False,True,55,False,True,67998.09,True,4770936,Trading,False,9.1531,4.2952,27,No
F0121,20,Male,Enugu,Secondary,Married,2,Mixed,3.6,2,False,False,True,75,True,True,17079.59,True,3686481,Trading,True,6.4216,3.9233,29,Yes
F0122,29,Male,Benue,Primary,Married,1,Mixed,1.4,6,True,True,True,55,False,True,45856.04,True,3527847,Trading,True,7.3414,6.0398,30,Yes
F0123,19,Female,Kano,Primary,Single,0,Mixed,1.2,9,True,False,False,69,True,True,41322.43,True,5056281,Trading,True,8.1112,7.9985,37,Yes
F0124,23,Male,Benue,Tertiary,Single,0,Mixed,2.8,3,True,True,True,87,True,True,76918.98,True,5311899,Trading,True,6.683,4.1342,51,Yes
F0125,29,Female,Kano,Secondary,Married,3,Livestock,1.4,7,False,False,True,71,False,True,25804.01,True,4097160,Trading,False,7.4313,4.3773,37,Yes
F0126,31,Male,Kano,Tertiary,Single,0,Crop,1.0,5,True,True,True,68,True,True,40966.79,True,4658904,Remittances,False,9.0451,7.7762,49,Yes
F0127,32,Female,Oyo,Primary,Married,1,Livestock,2.1,5,True,False,True,76,True,False,0.0,False,4278141,Trading,True,9.4497,7.8075,28,Yes
F0128,30,Male,Benue,Primary,Single,2,Crop,1.7,1,True,False,True,49,True,True,80709.99,True,6117003,Trading,True,8.7793,5.2077,33,Yes
F0129,31,Male,Kano,Tertiary,Single,2,Crop,2.7,3,True,True,True,68,False,True,49923.97,True,4250520,Trading,False,8.8196,3.426,46,Yes
F0130,24,Female,Kano,Secondary,Single,0,Crop,4.7,4,False,True,True,59,False,True,94472.04,True,5199246,Trading,False,9.9772,5.7781,34,Yes
F0131,34,Male,Oyo,Secondary,Married,2,Livestock,3.9,7,True,True,False,51,True,True,93096.96,True,5197122,Trading,False,7.8093,5.1219,41,Yes
F0132,21,Male,Kano,Primary,Single,0,Livestock,4.6,5,True,True,True,64,True,True,23695.71,True,4145805,Trading,True,9.8235,6.6705,48,Yes
F0133,32,Female,Benue,Primary,Single,0,Crop,4.9,1,True,True,True,73,True,True,0.0,False,3179457,Trading,True,7.028,6.3208,32,Yes
F0134,27,Female,Kano,Secondary,Married,3,Crop,1.8,9,True,True,True,35,False,True,46150.42,False,0,Remittances,True,7.3152,6.2966,31,No
F0135,26,Male,Oyo,Primary,Single,0,Mixed,1.0,4,False,False,True,55,True,True,93476.53,True,4833963,Trading,True,7.6108,3.0068,29,Yes
F0136,32,Male,Kaduna,Secondary,Married,2,Crop,1.6,9,True,False,False,44,False,False,0.0,False,3194289,Remittances,True,9.9245,6.7951,30,No
F0137,24,Female,Oyo,Primary,Single,0,Crop,2.0,1,True,False,False,68,True,False,0.0,False,2644785,Trading,True,8.426,6.0213,24,No
F0138,19,Female,Kano,Tertiary,Single,0,Mixed,3.4,5,True,True,True,69,True,True,62547.24,True,2966067,Trading,True,8.1487,4.0177,47,Yes
F0139,32,Male,Enugu,Secondary,Single,0,Crop,4.8,4,True,True,True,43,True,True,46150.42,True,0,Trading,True,7.5954,7.522,43,Yes
F0140,21,Female,Kano,Tertiary,Married,2,Livestock,3.1,8,False,True,True,69,False,False,0.0,False,1435338,Trading,False,8.3579,5.3559,29,No
F0141,32,Female,Oyo,Tertiary,Married,3,Livestock,4.2,2,False,True,False,67,True,True,86070.3,True,4528926,Trading,False,9.5334,5.4786,35,Yes
F0142,29,Male,Kaduna,Primary,Married,1,Livestock,1.9,8,False,False,False,80,True,True,0.0,False,1978173,Remittances,True,6.3199,3.4491,22,No
F0143,21,Male,Kano,Secondary,Single,0,Crop,1.4,2,False,True,True,88,True,True,84888.53,True,5409756,Trading,True,7.5402,6.698,62,Yes
F0144,28,Female,Kano,Secondary,Married,3,Crop,1.5,9,True,True,True,56,True,False,0.0,False,0,Trading,False,8.8192,4.6958,32,No
F0145,32,Female,Kano,Secondary,Single,0,Crop,1.7,3,False,False,True,36,False,True,22658.8,True,3676212,Trading,True,7.6142,3.6848,33,Yes
F0146,29,Male,Enugu,Secondary,Single,3,Livestock,4.0,4,True,False,True,53,True,True,21062.01,True,5267853,Trading,True,9.383,4.7313,50,Yes
F0147,23,Female,Enugu,Secondary,Single,0,Crop,2.5,6,False,False,True,79,True,True,68987.41,True,3925530,Trading,False,8.6665,4.5439,39,Yes
F0148,21,Female,Kano,Primary,Married,1,Mixed,1.1,2,True,False,False,25,False,False,0.0,False,1361421,Trading,False,7.8812,3.145,7,No
F0149,24,Male,Enugu,Primary,Single,0,Mixed,4.1,5,True,False,True,94,True,True,41521.3,True,6220809,Remittances,True,8.686,3.0218,45,Yes
F0150,30,Female,Kaduna,Tertiary,Single,1,Mixed,4.8,1,True,False,True,48,True,True,75238.38,True,3161376,Trading,True,6.3987,4.3623,43,Yes
F0151,21,Female,Enugu,Primary,Single,0,Livestock,3.5,8,True,True,True,65,True,True,27613.7,True,5143275,Trading,False,6.0781,7.1534,40,Yes
F0152,22,Male,Kaduna,Secondary,Single,0,Crop,3.4,7,True,False,True,37,False,True,46150.42,False,0,Trading,True,6.6853,6.338,23,No
F0153,20,Female,Kano,Secondary,Married,2,Mixed,4.1,4,True,True,True,83,True,False,0.0,False,1900332,Trading,True,7.2907,6.2245,26,No
F0154,26,Male,Enugu,Tertiary,Single,0,Mixed,4.1,1,True,False,True,47,False,True,16007.52,True,2946591,Trading,False,7.0999,3.3982,38,Yes
F0155,33,Female,Oyo,Primary,Married,2,Livestock,2.5,3,False,False,True,14,False,True,0.0,False,3308841,Trading,False,8.2349,6.1247,7,No
F0156,22,Female,Benue,Secondary,Married,0,Livestock,2.7,2,True,False,True,60,False,True,0.0,False,900000,Trading,False,7.1466,4.8348,10,No
F0157,21,Female,Oyo,Primary,Single,0,Livestock,2.5,4,False,True,True,63,True,True,0.0,False,1117782,Trading,False,7.4556,7.1664,24,No
F0158,27,Male,Kano,Secondary,Married,4,Mixed,2.0,9,True,True,True,72,True,False,0.0,False,2876463,Remittances,False,7.2309,3.558,35,Yes
F0159,33,Female,Enugu,Tertiary,Married,5,Crop,4.7,9,False,True,True,44,True,True,0.0,False,2815245,Trading,True,8.9631,6.9209,33,Yes
F0160,35,Male,Kaduna,Secondary,Single,1,Crop,3.9,9,True,False,True,59,True,True,0.0,False,900000,Trading,True,6.4083,6.0071,34,Yes
F0161,24,Female,Enugu,Tertiary,Married,2,Mixed,4.2,6,True,False,False,43,False,True,57499.5,True,3395952,Trading,True,7.3036,5.3783,34,Yes
F0162,30,Female,Kaduna,Secondary,Married,1,Mixed,3.9,8,False,True,True,76,False,False,0.0,False,1866303,Trading,True,9.1064,5.7611,28,No
F0163,20,Female,Kaduna,Secondary,Single,0,Crop,4.3,7,True,True,True,82,True,True,54646.79,True,6065703,Trading,True,9.7306,6.0248,57,Yes
F0164,25,Male,Benue,Secondary,Married,3,Crop,2.1,8,True,True,True,64,False,True,86986.73,True,5082003,Trading,True,7.0957,3.9994,53,Yes
F0165,34,Female,Enugu,Secondary,Married,2,Crop,5.0,5,True,False,False,56,True,True,52281.93,True,3658599,Trading,False,7.9239,4.0301,33,Yes
F0166,32,Male,Benue,Tertiary,Married,3,Livestock,2.9,3,True,True,True,25,True,True,93412.6,True,4652883,Trading,True,8.2195,6.9809,45,Yes
F0167,21,Male,Kano,Secondary,Single,0,Crop,4.6,3,True,False,True,58,False,True,33047.96,True,4981905,Trading,True,9.0299,4.1176,47,Yes
F0168,29,Female,Enugu,Secondary,Married,1,Livestock,3.8,6,True,True,True,43,True,True,0.0,False,3293928,Trading,True,7.2306,3.2117,25,Yes
F0169,25,Female,Benue,Primary,Married,4,Crop,3.0,3,True,True,True,76,True,True,0.0,False,1655073,Trading,True,6.5841,4.4459,30,Yes
F0170,26,Female,Benue,Secondary,Single,0,Crop,2.1,4,True,True,False,67,False,True,46150.42,True,0,Trading,False,8.9292,6.0547,28,No
F0171,32,Female,Kaduna,Primary,Married,3,Livestock,1.1,3,False,True,True,83,True,True,54555.04,True,6632361,Trading,False,8.9921,3.6948,42,Yes
F0172,23,Female,Oyo,Primary,Married,1,Livestock,4.6,8,True,False,True,46,True,True,0.0,False,1513494,Trading,True,8.4649,5.4944,22,No
F0173,18,Male,Oyo,Secondary,Single,0,Livestock,2.5,5,False,True,True,49,False,False,0.0,False,1201212,Trading,False,8.166,7.2171,7,No
F0174,33,Male,Oyo,Secondary,Single,2,Crop,4.5,1,True,False,True,54,False,True,62730.78,True,4857345,Trading,False,6.7545,3.5674,41,Yes
